song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Raajavin Paarvai,U. Thiyagarajan|Orchestra,/artist/u-thiyagarajan-1|/artist/orchestra,04:39,Tamil,10-12-2015,0.03,0.316,0.544,0.267,-3.453,0.01,187.854,1,4,0.0114,4,67,5225145
Orey Oru Ooriley,T.M. Soundararajan|A.L. Raghavan|L.R. Eswari,/artist/tm-soundararajan|/artist/al-raghavan-1|/artist/lr-eswari-2,08:06,Tamil,04-09-2009,0.4,0.12,0.353,0.8,-10.419,0.053,107.986,0,11,0.085,4,57,6291597
Naaloru Medai,T.M. Soundararajan,/artist/tm-soundararajan,03:03,Tamil,07-03-2001,0.7,0.045,0.725,0.71,-9.998,0.0454,140.078,1,9,0.0903,4,71,3574170
Yezhum Yezhum,T M S Selvakumar,/artist/t-m-s-selvakumar,04:28,Tamil,05-04-2007,0.05,0.07,0.367,1,-13.232,0.095,132.096,0,10,0.07,4,65,5129035
Thaara Avarvaruvara,S. Janaki,/artist/s-janaki,03:35,Tamil,09-09-2022,0.31,0.85,0.834,0.4,-7.203,0.07,168.002,1,6,0.02,4,37,1153573
Nee Kannil Vaazhum,B.S. Sasirekha,/artist/bs-sasirekha-1,04:51,Tamil,11-08-2008,0.9,0.57,0.255,0.6,-2.358,0.0713,137.601,0,11,0.053,4,42,11193216
Nenjam Paadum,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:34,Tamil,05-03-2005,0.73,0.126,0.129,0.852,-8.887,0.03,206.056,0,4,0.0242,4,92,2072489
Iraivan Padai Tha,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:31,Tamil,01-12-2013,0.82,0.22,0.027,0.1,-6.609,0.0907,114.916,1,0,0.007,4,88,2827844
Rukkumaniye,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,03:18,Tamil,07-12-2012,0.23,0.558,0.615,0.689,-2.722,0.07,133.161,1,7,0.0512,4,69,2857264
Enna Enna Vaartthaigalo,P. Susheela,/artist/p-suseela-2,03:43,Tamil,11-02-2019,0.97,0.93,0.72,0.4,-13.617,0.0284,109.962,1,1,0.0921,4,94,1357620
Thanjavur Melam Atichi,Malaysia Vasudevan|S. P. Balasubrahmanyam,/artist/malaysia-vasudevan|/artist/s-p-balasubrahamanyam,04:51,Tamil,07-06-2017,0.16,0.681,0.072,0.699,-2.905,0.024,107.889,0,7,0.002,4,39,3012063
Uppaithinavan Thanikudipan,M. S. Viswanathan|Kovai Soundarajan,/artist/m-s-viswanathan-2|/artist/kovai-soundaraj,06:05,Tamil,06-08-2015,0.64,0.81,0.316,0.7,-9.4,0.05,155.828,0,1,0.06,4,27,6736060
Oru Kodi,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:56,Tamil,02-03-2019,0.8,0.412,0.431,0.042,-13.015,0.05,131.893,1,2,0.081,4,62,10816963
Saranam Saranam,P. Jayachandran,/artist/p-jayachandran-1,03:43,Tamil,05-04-2021,0.71,0.49,0.231,0.8,-4.702,0.0281,195.8,0,6,0.0789,4,62,5156409
Sottuthu Sottuthu,P. Susheela|T.R. Mahalingam,/artist/p-suseela-2|/artist/tr-mahalingam,03:26,Tamil,06-10-2013,0.93,0.203,0.597,0.45,-7.233,0.062,134.941,0,9,0.091,4,70,10984471
Ponna Pirantha,T.M. Soundararajan,/artist/tm-soundararajan,04:09,Tamil,02-11-2005,0.14,0.87,0.229,0.2,-10.793,0.01,129.985,1,9,0.047,4,27,2391828
Naan Pollathavan,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:26,Tamil,05-06-2009,0.22,0.354,0.899,0.993,-3.576,0.08,118.028,0,9,0.0337,4,68,3635176
Idhayam Irukkindrathe,T.M. Soundararajan,/artist/tm-soundararajan,04:17,Tamil,05-02-2003,0.46,0.86,0.985,0.9,-4.98,0.0872,145.355,1,1,0.0418,4,80,1944551
Oru Paadal,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,05:58,Tamil,11-04-2011,0.44,0.232,0.712,0.981,-12.07,0.054,120.026,0,4,0.0087,4,76,1489564
A Mama Vandi Ottak,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:45,Tamil,11-06-2013,0.98,0.26,0.014,0,-10.316,0.0638,139.975,1,1,0.09,4,96,7472025
Abiramiye,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:58,Tamil,05-11-2008,0.3,0.069,0.889,0.47,-4.885,0.08,116.009,1,6,0.0379,4,64,2263863
Seyyum Thozhilae,Jamuna Rani,/artist/jamuna-rani,03:15,Tamil,03-12-2005,0.22,0.08,0.539,0.5,-6.538,0.0386,160.07,1,7,0.02,4,41,9934533
Devan Vanthandi,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:02,Tamil,01-06-2017,0.57,0.942,0.483,0.689,-10.958,0.0207,113.032,1,1,0.08,4,36,7365657
Kanngale Kanngale,P.B. Sreenivas,/artist/pb-sreenivas,03:29,Tamil,10-01-2018,0.07,0.46,0.156,0.7,-11.299,0.022,188.156,0,6,0.0346,4,93,7990034
Kaalai Paniyil,Sujatha Mohan,/artist/sujatha,03:12,Tamil,05-01-2002,0.68,0.353,0.811,0.219,-13.917,0.0993,199.966,0,4,0.028,4,61,2015995
Neeradi Vaa Thendrale,Dinesh,/artist/dinesh,07:14,Tamil,04-03-2009,0.7,0.04,0.656,0.9,-3.245,0.016,139.024,0,11,0.035,4,46,2744627
Mongililaik Kaadukale,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:34,Tamil,12-03-2007,0.24,0.409,0.871,0.564,-2.003,0.0198,118.03,0,1,0.0034,4,85,3532816
Manmathane,S. P. Sailaja,/artist/s-p-sailaja-2,04:16,Tamil,12-09-2004,0.51,0.81,0.934,0.4,-7.976,0.0934,120.093,1,9,0.07,4,77,1742047
Angey Varuvathu,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,03:25,Tamil,05-07-2009,0.78,0.411,0.923,0.891,-2.67,0.03,124.375,1,1,0.099,4,78,10036141
Unathu Malar Kodiyile,P. Susheela|L.R. Eswari,/artist/p-suseela-2|/artist/lr-eswari-2,03:58,Tamil,09-02-2007,0.3,0.15,0.94,0.1,-4.121,0.044,174.644,1,11,0.091,4,94,1759423
Seathi Keato,Jamuna Rani|Swarna|P. Susheela|S.C. Krishnan,/artist/jamuna-rani|/artist/swarna|/artist/p-suseela-2|/artist/sc-krishnan-58,04:05,Tamil,05-03-2023,0.02,0.43,0.753,0.56,-8.386,0.0251,130.153,1,1,0.0087,4,79,9604128
Odakarai Manneduthu,S. Janaki,/artist/s-janaki,04:32,Tamil,11-06-2020,0.03,0.78,0.639,0.1,-3.708,0.092,192.882,0,1,0.0778,4,99,5084643
Kundru Valar,Soolamangalam Sisters,/artist/soolamangalam-sisters,03:53,Tamil,04-10-2005,0.2,0.968,0.079,0.577,-11.247,0.0565,129.983,1,11,0.01,4,97,4148112
Kanniyila Sikkathaiya,Ilaiyaraaja,/artist/iiaiyaraaja,04:18,Tamil,05-12-2009,0.26,0.44,0.53,0.4,-4.143,0.053,149.973,1,1,0.0636,4,85,2610061
Poo Maalaiyil,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:43,Tamil,02-08-2012,0.99,0.881,0.193,0.405,-3.729,0.02,134.999,0,11,0.04,4,47,9263209
Kumbakonamey Konam,Malaysia Vasudevan|K. S. Chithra,/artist/malaysia-vasudevan|/artist/chitra,05:10,Tamil,11-01-2015,0.1,0.42,0.838,0.1,-8.573,0.05,124.954,0,6,0.08,4,85,3338734
Chellakkiliye,T.M. Soundararajan,/artist/tm-soundararajan,03:15,Tamil,01-03-2015,0.13,0.647,0.462,0.333,-13.519,0.084,138.919,0,9,0.01,4,77,7578972
Nil Gavani,A.L. Raghavan|L.R. Eswari|Kamala|L.R. Anjali,/artist/al-raghavan-1|/artist/lr-eswari-2|/artist/kamala|/artist/lr-anjali,03:27,Tamil,02-05-2016,0.56,0.8,0.325,0.1,-5.179,0.0508,124.986,1,2,0.08,4,46,1063020
Arumbondru,Deepan Chakravarthy,/artist/deepan-chakravarthy,04:13,Tamil,03-06-2022,0.95,0.972,0.06,0.907,-12.427,0.067,184.402,1,0,0.049,4,81,5671216
Maappillai,T M S Selvakumar|S. P. Sailaja,/artist/t-m-s-selvakumar|/artist/s-p-sailaja-2,04:56,Tamil,10-06-2013,0.45,0.83,0.55,0.9,-7.033,0.063,118.974,0,11,0.099,4,35,5237720
Seyyum Thozhilae,Jamuna Rani,/artist/jamuna-rani,03:15,Tamil,02-11-2012,0.31,0.993,0.3,0.228,-6.113,0.087,129.895,1,7,0.0285,4,62,1026738
Aadal Paadal,S. Janaki,/artist/s-janaki,04:27,Tamil,09-04-2000,0.61,0.21,0.044,0.8,-6.976,0.081,125.021,1,2,0.08,4,76,4753517
Ven Megame Oodiva,S. P. Balasubrahmanyam|Sasirekha,/artist/s-p-balasubrahamanyam|/artist/sasirekha,04:31,Tamil,04-10-2002,0.14,0.534,0.366,0.564,-12.075,0.08,190.38,1,7,0.0334,4,68,6691100
Oh Oru Thendral,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:40,Tamil,01-03-2011,0.88,0.33,0.783,0.6,-7.104,0.014,173.016,1,7,0.0543,4,83,1595791
Thokkanankuruvi,P. Susheela,/artist/p-suseela-2,03:26,Tamil,10-02-2021,0.65,0.46,0.663,0.879,-6.888,0.043,175.72,0,6,0.08,4,45,1495386
Mariamman Samayapuram,T. L. Maharajan,/artist/t-l-maharajan-1,03:28,Tamil,02-06-2001,0.11,0.44,0.735,1,-12.774,0.0236,159.454,1,7,0.098,4,56,10015072
Adhisaya Ulagam,L.R. Eswari,/artist/lr-eswari-2,04:04,Tamil,04-12-2012,0.9,0.904,0.168,0.788,-11.936,0.04,104.504,1,2,0.0248,4,98,8297324
Appan Yaru,K J Yesudas,/artist/k-j-yesudas,04:36,Tamil,12-12-2015,0.22,0.94,0.88,0.4,-6.358,0.0085,107.005,0,11,0.0136,4,55,3369962
Kadavul Padaicha Ulagam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:33,Tamil,02-09-2008,0.55,0.012,0.85,0.069,-6.119,0.0337,189.262,0,6,0.05,4,97,7364925
Neram Vanthachu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:55,Tamil,02-05-2007,0.43,0.1,0.554,0.7,-3.946,0.03,181.744,0,4,0.01,4,75,1002615
Neengatha Ennam,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,04:07,Tamil,01-12-2003,0.23,0.051,0.249,0.752,-7.093,0.044,172.329,1,6,0.0984,4,52,3983957
Pennendru Sollava,P. Susheela,/artist/p-suseela-2,03:45,Tamil,07-06-2011,0.81,0.57,0.246,0.8,-10.78,0.055,180.985,0,9,0.025,4,27,5979458
Paalum Pazhamum - Story And Dialogues Part - 1,Sivaji Ganesan|B. Saroja Devi,/artist/sivaji-ganesan|/artist/b-saroja-devi-2,29:35:00,Tamil,01-09-2009,0.65,0.796,0.363,0.302,-9.412,0.03,169.561,1,7,0.083,4,91,9083002
Paar Magale (Msv),M. S. Viswanathan,/artist/m-s-viswanathan-2,02:01,Tamil,10-10-2002,0.7,0.81,0.159,0.1,-10.7,0.094,169.884,0,5,0.01,4,64,9810355
Kashmir Beautiful,T.M. Soundararajan,/artist/tm-soundararajan,07:27,Tamil,01-02-2006,0.69,0.027,0.047,0.639,-4.367,0.008,194.084,1,2,0.03,4,66,5451216
Vandaar Kuzharkanni - Kukku Parakkum,radha jaya lakshmi,/artist/radha-jaya-lakshmi,03:02,Tamil,02-05-2021,0.48,0.58,0.965,0.5,-12.03,0.0078,118.996,1,1,0.06,4,50,7331375
Thanniyilla Meenaippole,L.R. Anjali,/artist/lr-anjali,05:02,Tamil,09-01-2010,0.71,0.157,0.578,0.621,-2.211,0.0753,189.896,1,8,0.05,4,89,10436781
V,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:27,Tamil,03-04-2005,0.19,0.4,0.811,0.4,-11.456,0.01,190.156,1,1,0.041,4,51,9403522
Shanmugakavasam,S.P.Ramh|S.P.Saradha (Thirupur Sisters),/artist/spramh|/artist/spsaradha-thirupur-sisters,13:24,Tamil,01-11-2019,0.98,0.629,0.815,0.529,-12.498,0.01,172.154,0,11,0.07,4,81,9887863
Ulagam Verum,Kovai Murali|T.M. Soundararajan,/artist/kovai-murali|/artist/tm-soundararajan,04:21,Tamil,11-06-2018,0.77,0.61,0.66,0.9,-3.481,0.06,205.974,1,1,0.05,4,27,9451934
Malare Kurinji Malare,Soolamangalam Sisters,/artist/soolamangalam-sisters,05:01,Tamil,08-05-2005,0.64,0.77,0.465,0.761,-9.443,0.05,185.276,1,0,0.09,4,28,1897267
Arivukku Virunthaagum,T.M. Soundararajan,/artist/tm-soundararajan,03:56,Tamil,07-10-2000,0.18,0.88,0.293,0.6,-12.019,0.0243,178.372,1,10,0.011,4,63,3062291
Kangal Irandum,T.M. Soundararajan,/artist/tm-soundararajan,03:23,Tamil,01-08-2013,0.75,0.424,0.432,0.248,-13.268,0.0905,185.17,0,6,0.032,4,60,9817336
Manam Ennum Vaanile,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,03:34,Tamil,09-11-2017,0.17,0.05,0.975,0.5,-7.333,0.0044,176.048,1,2,0.086,4,41,7127416
My Dear My Sweet,Malaysia Vasudevan|Vani Jairam,/artist/malaysia-vasudevan|/artist/vani-jayaram,04:16,Tamil,07-02-2010,0.72,0.23,0.229,0.751,-7.098,0.05,180.064,1,1,0.02,4,40,8907390
Varavuettana,L.R. Eswari|P Suhseela|T M S Selvakumar,/artist/lr-eswari-2|/artist/p-suhseela|/artist/t-m-s-selvakumar,04:49,Tamil,10-10-2012,0.53,0.96,0.968,0.3,-6.324,0.025,168.311,1,0,0.05,4,86,8018377
Ah Engirundho Oru Kural,Vani Jairam,/artist/vani-jayaram,04:23,Tamil,07-09-2002,0.5,0.01,0.062,0.506,-10.847,0.05,193.984,1,2,0.0636,4,34,2770166
Manamedai,P. Susheela,/artist/p-suseela-2,03:49,Tamil,02-07-2007,0.01,0.45,0.429,1,-8.183,0.04,174.961,1,1,0.088,4,98,7106922
Gurubrahma,T M S Selvakumar,/artist/t-m-s-selvakumar,04:19,Tamil,12-05-2003,0.96,0.336,0.641,0.269,-11.477,0.053,166.022,1,9,0.054,4,33,11277305
Pournami Nilavil,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:36,Tamil,01-07-2021,0.7,0.93,0.67,1,-10.764,0.093,159.264,1,1,0.042,4,67,2533840
Thendral Kaatre Konjam Nillu,Nagore E.M. Hanifa,/artist/nagore-em-hanifa-46,03:16,Tamil,09-12-2002,0.17,0.931,0.869,0.566,-2.356,0.03,147.246,1,0,0.006,4,93,7000140
Ettadukku Maaligaiyil,P. Susheela,/artist/p-suseela-2,04:02,Tamil,03-03-2020,0.78,0.12,0.848,1,-10.583,0.02,203.75,1,2,0.05,4,89,2971114
Andhi Mayanguthadi,M.L. Vasanthakumari,/artist/ml-vasanthakumari,03:27,Tamil,09-03-2008,0.57,0.56,0.135,0.613,-4.569,0.05,206.86,0,5,0.039,4,31,2544826
Azhagiya Kamalathil,P. Susheela,/artist/p-suseela-2,04:38,Tamil,11-07-2006,0.28,0.19,0.268,0.4,-6.932,0.05,184.572,0,5,0.05,4,46,5191892
Mananaatiya Medai,P. Susheela,/artist/p-suseela-2,04:05,Tamil,07-07-2011,0.98,0.951,0.693,0.086,-4.919,0.081,189.474,1,0,0.081,4,91,3418334
Adiye Ammakannu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:25,Tamil,09-01-2020,0.14,0.66,0.896,0.5,-13.656,0.07,178.258,0,0,0.0738,4,71,213755
Podu Sakkai Podu,Deepan Chakravarthy|S. Janaki,/artist/deepan-chakravarthy|/artist/s-janaki,04:36,Tamil,05-04-2012,0.49,0.574,0.729,0.448,-9.133,0.055,127.813,1,2,0.0209,4,46,4162820
Ennada Pollaatha Vaazhikkai,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:31,Tamil,01-06-2009,0.76,0.11,0.624,0.2,-8.826,0.0826,133.8,0,8,0.05,4,71,3841520
Madhavi Ponmayilaal,T.M. Soundararajan,/artist/tm-soundararajan,06:22,Tamil,03-04-2024,0.19,0.216,0.283,0.024,-2.614,0.0307,193.906,1,2,0.017,4,94,2565730
Mannulagil (Vinnil Thondrum),Vani Jairam,/artist/vani-jayaram,04:44,Tamil,08-06-2004,0.11,0.06,0.358,1,-4.593,0.083,179.24,1,1,0.0821,4,65,4910079
Muthu Sippi,P. Susheela,/artist/p-suseela-2,04:13,Tamil,03-09-2022,0.97,0.611,0.233,0.007,-4.88,0.043,171.411,0,6,0.02,4,31,11162845
Sorgamaa,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:09,Tamil,02-09-2023,0.32,0.78,0.141,0.5,-9.768,0.068,133.177,1,1,0.0832,4,81,6325133
Vilakketri,Jikki,/artist/jikki,02:59,Tamil,10-01-2016,0.82,0.78,0.351,0.745,-13.363,0.0266,185.348,1,0,0.0263,4,37,10711739
Mayile Mayile,Jency|S. P. Balasubrahmanyam,/artist/jency|/artist/s-p-balasubrahamanyam,04:24,Tamil,11-02-2002,0.63,0.64,0.178,0.5,-11.218,0.082,184.416,1,8,0.06,4,55,5829496
Kathuri Maane,K J Yesudas|Uma Ramanan,/artist/k-j-yesudas|/artist/uma-ramanan-1,05:09,Tamil,10-12-2011,0.67,0.17,0.521,0.389,-9.053,0.06,185.976,1,1,0.01,4,76,5069875
Kaatru Veliyidai,P. Susheela|P.B. Sreenivas,/artist/p-suseela-2|/artist/pb-sreenivas,03:44,Tamil,04-05-2002,0.13,0.94,0.378,0.8,-9.978,0.02,118.153,0,8,0.08,4,40,5546236
Aayiram Pennami,P. Susheela|Chorus,/artist/p-suseela-2|/artist/chorus,03:34,Tamil,01-09-2020,0.3,0.422,0.319,0.488,-5.98,0.0481,141.034,1,1,0.094,4,48,2749740
Angulya Prathanam - Part 2,Kripanandavariar,/artist/kripanandavariar,21:58,Tamil,12-08-2012,0.47,0.27,0.234,0.9,-4.22,0.05,199.93,0,7,0.06,4,99,10516900
Chinnanchiru Kannan,M.S. Rajeswari|L.R. Eswari,/artist/ms-rajeswari|/artist/lr-eswari-2,03:34,Tamil,02-09-2009,0.08,0.981,0.781,0.849,-10.788,0.06,197.992,1,1,0.076,4,88,11385494
Vasantha Ththil Orr Naal,P. Susheela,/artist/p-suseela-2,04:19,Tamil,01-01-2021,0,0.69,0.049,0.2,-11.851,0.049,179.817,1,1,0.0667,4,93,3954008
Kangalal Pesuthamma,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,02:42,Tamil,08-06-2010,0.69,0.577,0.373,0.999,-11.198,0.09,195.754,0,10,0.05,4,42,4652470
Velundu,Vani Jairam,/artist/vani-jayaram,05:01,Tamil,04-11-2006,0.7,0.18,0.876,0.1,-10.32,0.0224,201.156,1,1,0.09,4,73,10870641
Singara Thazhambo Pookindra,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:37,Tamil,05-09-2022,0.55,0.872,0.461,0.383,-7.004,0.015,108.081,1,11,0.0474,4,65,8369732
Ninaikka Ninaikka,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,04:05,Tamil,09-07-2004,0.35,0.79,0.532,0.2,-8.48,0.07,111.11,0,8,0.03,4,43,2553075
Thithikkum,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:33,Tamil,12-11-2021,0.06,0.132,0.441,0.557,-3.349,0.027,104.536,1,1,0.024,4,26,10486637
Oru Muttharatthil,P. Susheela,/artist/p-suseela-2,04:19,Tamil,05-03-2021,0.14,0.13,0.769,0.1,-2.099,0.026,199.556,1,8,0.05,4,48,8401504
Kathal Swayamvaram,S. P. Sailaja,/artist/s-p-sailaja-2,04:33,Tamil,11-05-2022,0.01,0.581,0.215,0.67,-4.573,0.1,186.07,0,4,0.08,4,30,6327369
Yenunga Maappillai,P Suhseela|S. P. Balasubrahmanyam,/artist/p-suhseela|/artist/s-p-balasubrahamanyam,04:37,Tamil,06-06-2018,0.22,0.18,0.044,0.2,-7.822,0.066,189.936,0,6,0.0757,4,90,7738601
Singaara Velane,S. Janaki|Karukurichi P. Arunachalam Nadaswaram,/artist/s-janaki|/artist/karukurichi-p-arunachalam-nadaswaram,05:53,Tamil,07-12-2006,0.14,0.956,0.512,0.043,-5.091,0.07,112.962,1,2,0.0127,4,85,4860979
Devi Vantha Neram,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,03:18,Tamil,02-02-2023,0.77,0.31,0.674,0.2,-6.258,0.1,129.999,1,11,0.087,4,43,6879252
Naan Unnai Vaazhtthi,P. Susheela,/artist/p-suseela-2,04:21,Tamil,02-02-2018,0.28,0.629,0.795,0.828,-11.393,0.0062,184.1,1,1,0.035,4,74,408839
Kalyana Agathigal,P. Susheela,/artist/p-suseela-2,04:14,Tamil,12-06-2005,0.31,0.61,0.275,0.4,-9.716,0.09,184.142,1,8,0.02,4,86,9007291
Thangatthil Mugamedutthu,K J Yesudas|P Suhseela,/artist/k-j-yesudas|/artist/p-suhseela,03:23,Tamil,08-01-2018,0.68,0.821,0.031,0.805,-11.091,0.023,182.688,0,6,0.08,4,70,5993759
Thiruppathi Malayil,M. S. Viswanathan,/artist/m-s-viswanathan-2,04:18,Tamil,08-03-2008,0.22,0.44,0.809,0.1,-10.942,0.0444,175.756,1,8,0.0794,4,45,5934836
Uruvaththaikkaattidum Kannaadi,P. Susheela,/artist/p-suseela-2,03:38,Tamil,03-02-2005,0.32,0.149,0.898,0.117,-7.226,0.03,129.87,0,11,0.01,4,43,2789410
Kannan Oru,P. Susheela|K J Yesudas,/artist/p-suseela-2|/artist/k-j-yesudas,04:43,Tamil,10-04-2017,0.69,0.87,0.038,0.8,-7.135,0.0963,179.988,0,7,0.04,4,42,7825949
Vaazhumattum,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:45,Tamil,03-04-2006,0.05,0.029,0.075,0.855,-10.65,0.0447,137.977,1,1,0.05,4,94,2237000
Adi Aatha,Ilaiyaraaja,/artist/iiaiyaraaja,04:05,Tamil,05-08-2012,0.45,0.24,0.277,0.5,-13.553,0.074,183.986,1,0,0.0472,4,43,501672
Pottu Mele,P. Jayachandran,/artist/p-jayachandran-1,03:02,Tamil,06-01-2015,0.2,0.704,0.485,0.188,-10.855,0.1,207.156,1,4,0.025,4,93,9713082
Singaara Velane,S. Janaki|Karukurichi P. Arunachalam Nadaswaram,/artist/s-janaki|/artist/karukurichi-p-arunachalam-nadaswaram,05:05,Tamil,06-07-2006,0.82,0.91,0.263,0.6,-5.099,0.028,190.402,1,1,0.096,4,34,10961749
Sandhikka,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:57,Tamil,08-08-2011,0.01,0.212,0.498,0.481,-11.682,0.1,186.154,1,8,0.0315,4,48,10105489
Ival Oru Sundary,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,06:13,Tamil,05-08-2009,0.6,0.3,0.219,0.2,-6.694,0.07,185.426,0,0,0.094,4,52,10437946
Sagara Sangamam,K. S. Chithra,/artist/chitra,04:20,Tamil,03-02-2002,0.94,0.989,0.538,0.477,-10.209,0.055,203.792,0,4,0.1,4,71,6315351
Deepamayam,P. Jayachandran,/artist/p-jayachandran-1,04:58,Tamil,05-04-2008,0.32,0.15,0.006,0.7,-9.07,0.006,191.882,0,1,0.02,4,97,8643915
Neeyo Naano,Jamuna Rani|P. Susheela|P.B. Sreenivas,/artist/jamuna-rani|/artist/p-suseela-2|/artist/pb-sreenivas,03:08,Tamil,05-07-2006,0.47,0.497,0.565,0.564,-7.118,0.0041,186.312,0,10,0.0446,4,66,3645739
Cycle Vandi Mele,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:32,Tamil,10-06-2012,0.75,0.55,0.609,0.6,-2.126,0.03,129.844,1,7,0.059,4,31,3121370
Illaiye Illaiye,S. P. Balasubrahmanyam|K.Swarna,/artist/s-p-balasubrahamanyam|/artist/kswarna,03:41,Tamil,02-12-2021,0.62,0.91,0.745,0.642,-5.348,0.016,106.28,0,8,0.02,4,44,5185321
Ponnoonjal,P. Susheela,/artist/p-suseela-2,05:07,Tamil,03-04-2002,0.97,0.32,0.067,0.9,-5.72,0.07,195.076,1,1,0.0779,4,79,877419
Paarkkaatha Kannukku,T.M. Soundararajan,/artist/tm-soundararajan,03:27,Tamil,12-12-2018,0.58,0.317,0.732,0.154,-7.321,0.028,184.04,0,1,0.03,4,78,4107199
Kaalam Ponnaanathu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:26,Tamil,05-11-2022,0.82,0.78,0.495,0.6,-7.742,0.05,176.11,1,10,0.0795,4,52,10430189
Manadhil Enna Mayakkam,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:02,Tamil,06-05-2003,0.63,0.897,0.108,0.631,-5.68,0.09,149.999,1,1,0.02,4,91,1588786
Ponmagal Vanthaal,T.M. Soundararajan,/artist/tm-soundararajan,03:53,Tamil,03-09-2004,0.38,0.34,0.911,0.8,-4.719,0.0864,135.959,1,1,0.008,4,95,6517579
En Vaanilay,Jency,/artist/jency,04:46,Tamil,05-07-2016,0.45,0.734,0.726,0.381,-12.41,0.0286,159.487,0,11,0.06,4,86,5025004
Kannaipole Mannaikkaakkum,L.R. Eswari,/artist/lr-eswari-2,03:24,Tamil,12-09-2014,0.79,0.03,0.012,0.3,-7.99,0.0429,125.948,1,10,0.0857,4,44,9553756
Ayiram Padhinayi Rangililum,V. Nataraja Mudaliar,/artist/v-nataraja-mudaliar-1,03:12,Tamil,02-04-2005,0.25,0.668,0.045,0.489,-13.474,0.05,180.068,1,6,0.094,4,86,3562404
Muruga Muruga,Bhaktha Swaraa Bhajan Mandali,/artist/bhaktha-swaraa-bhajan-mandali,04:04,Tamil,12-09-2007,0.04,0.1,0.738,0,-11.322,0.0287,110.573,1,8,0.06,4,39,1805867
Sivan Sakthi - Dialogue,Sivaji Ganesan|Savitri|Nagesh|K. R. Vijaya|R. Muthuraman|K. B. Sundarambal,/artist/sivaji-ganesan|/artist/savitri|/artist/nagesh|/artist/k-r-vijaya-1|/artist/r-muthuraman|/artist/k-b-sundarambal-1,00:23,Tamil,10-01-2014,0,0.833,0.991,0.983,-11.965,0.023,131.986,1,9,0.06,4,86,2832627
Naanthaan Yuvaraja,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:19,Tamil,03-10-2011,0.96,0.02,0.544,0.8,-6.125,0.08,189.786,0,10,0.0585,4,92,1257681
Aadivelli,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,03:46,Tamil,02-10-2020,0.44,0.24,0.638,0.405,-6.772,0.012,110.066,0,10,0.095,4,65,8258840
