song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Koi Jab Tumhara Hriday Tod De,Mukesh,/artist/mukesh,03:33,Old,11-04-2020,0.47,0.355,0.728,0.883,-7.333,0.063,123.019,1,7,0.0041,4,76,2202905
Bas Ek Chup Si Lagi Hai (Male),Hemant Kumar,/artist/hemanta-mukherjee,03:21,Old,05-12-2015,0.99,0.95,0.178,0.565,-5.747,0.035,124.992,1,0,0.066,3,50,5357956
Nadiya Chale Chale Re Dhara,Manna Dey,/artist/manna-dey,04:16,Old,05-11-2005,0.68,0.185,0.251,0.637,-11.181,0.035,124.015,1,2,0.02,3,74,8672943
Tum Ko Pata Hai,Ashok Khosla|Muralidhar|Pushpa Pagdhare,/artist/ashok-khosla|/artist/muralidhar|/artist/pushpa-pagdhare,05:37,Old,07-08-2010,0.54,0.46,0.397,0.626,-13.29,0.08,124.032,1,9,0.048,4,87,1906626
Do Dil Toote Do Dil Haare,Lata Mangeshkar,/artist/lata-mangeshkar,06:08,Old,09-03-2003,0.01,0.585,0.941,0.335,-6.194,0.02,126.028,0,1,0,3,54,4246913
Goriya Kahan Tera Des Re,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:21,Old,11-09-2022,0.32,0.25,0.369,0.571,-8.774,0.0896,123.009,0,9,0.032,4,59,5672342
Ek Din Kahin,Sonu Nigam,/artist/sonu-nigam-1,07:03,Old,06-07-2013,0.99,0.763,0.13,0.199,-10.01,0.09,123.003,1,8,0.0507,3,63,8969629
Mile Jo Kadi Kadi,Asha Bhosle|Kishore Kumar|Mohammed Rafi,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/mohammad-rafi,05:44,Old,04-11-2010,0.74,0.25,0.742,0.056,-4.221,0.02,125,1,7,0.0672,4,35,5590397
Jhoota Kahin Ka - With Dialogue,Asha Bhosle|Rishi Kapoor,/artist/asha-bhosle-1|/artist/rishi-kapoor,03:52,Old,12-04-2021,0.82,0.472,0.934,0.65,-11.308,0.0075,125.871,0,6,0.09,3,85,453217
Doori Na Rahe Koi,Lata Mangeshkar,/artist/lata-mangeshkar,05:08,Old,05-02-2008,0.05,0.25,0.107,0.851,-7.193,0.02,122.99,1,0,0.013,4,37,9439320
Dil Deewano - Samir Date,Sameer Date,/artist/sameer-date,04:51,Old,02-08-2000,0.84,0.656,0.53,0.613,-6.189,0.01,124.99,1,8,0.0377,3,62,4976611
Kabhi Palkon Pe Ansoo,Kishore Kumar,/artist/kishore-kumar,05:32,Old,09-04-2003,0.8,0.32,0.143,0.943,-5.329,0.0744,123.999,1,4,0.0531,4,71,9330942
Mera Dil Tera Deewana,Alka Yagnik,/artist/alka-yagnik,05:16,Old,06-03-2006,0.77,0.233,0.386,0.449,-6.42,0.0404,125.01,1,7,0.01,4,58,1840026
Dil Aesa Kisine Mera Toda,Kishore Kumar,/artist/kishore-kumar,04:59,Old,07-02-2009,0.83,0.4,0.779,0.92,-9.717,0.07,124.026,0,4,0.0237,4,50,6446585
Rail Gaadi,Ashok Kumar,/artist/ashok-kumar,03:17,Old,09-04-2011,0.11,0.82,0.912,0.099,-10.196,0.007,125.002,0,9,0.02,4,85,3558716
Yaad Aa Raha Hai,Bappi Lahiri,/artist/bappi-lahiri,06:22,Old,08-11-2016,0.25,0.8,0.231,0.631,-12.503,0.0677,122.006,0,10,0.067,4,100,6517319
Kranti Kranti (1),Lata Mangeshkar|Mahendra Kapoor|Manna Dey|Nitin Mukesh|Shailender Singh,/artist/lata-mangeshkar|/artist/mahendra-kapoor|/artist/manna-dey|/artist/nitin-mukesh|/artist/shailender-singh,02:57,Old,07-06-2016,0.17,0.757,0.674,0.554,-13.692,0.0354,124.018,1,6,0.008,4,26,8455592
Oaa Oaa,Amit Kumar|Udit Narayan|Jolly Mukherjee,/artist/amit-kumar|/artist/udit-narayan|/artist/jolly-mukherjee-1,01:00,Old,04-09-2000,0.27,0.58,0.896,0.619,-12.377,0.04,123.992,1,7,0.0418,4,34,10083429
Dono Ne Kiya Tha Pyar,Mohammed Rafi,/artist/mohammad-rafi,07:00,Old,04-08-2013,0.38,0.771,0.618,0.966,-6.671,0.06,124.009,1,1,0.064,4,73,7774457
Dilruba Maine Tere Pyar Mein,Mohammed Rafi,/artist/mohammad-rafi,04:07,Old,04-11-2022,0.94,0.36,0.357,0.817,-6.647,0.0056,125.003,0,9,0.0956,4,43,1029648
Phir Se Aaiyo Badra Bidesi (With Gulzar's Dialogue),Asha Bhosle,/artist/asha-bhosle-1,04:04,Old,05-01-2007,0.57,0.835,0.334,0.944,-4.242,0.01,124.006,0,10,0.027,4,95,3011049
Chand Churake Laya Hoon,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:14,Old,02-05-2001,0.34,0.37,0.731,0.425,-13.685,0.04,126.006,1,11,0.0932,4,26,1720953
Dance Dance,Vijay Benedict|Alisha Chinai,/artist/vijay-benedict|/artist/alisha-chinai,08:19,Old,06-08-2002,0.99,0.936,0.3,0.88,-4.475,0.062,126.003,1,11,0.0414,4,51,9107981
O Meri Jaan,Asha Bhosle|Shailendra Singh,/artist/asha-bhosle-1|/artist/shailendra-singh,05:15,Old,12-05-2021,0.21,0.67,0.942,0.359,-12.019,0.0734,124.99,1,11,0.0044,4,79,4245090
Happy Birthday To You,Asha Bhosle|Manna Dey|Mohammed Rafi,/artist/asha-bhosle-1|/artist/manna-dey|/artist/mohammad-rafi,06:23,Old,01-04-2012,0.26,0.512,0.52,0.612,-11.963,0.074,119.983,0,1,0.02,4,100,5105353
Raha Gardishon Mein Hardam,Mohammed Rafi,/artist/mohammad-rafi,04:45,Old,04-03-2009,0.89,0.65,0.317,0.788,-2.323,0.054,125.001,0,1,0.052,4,92,425794
Jiya Beqarar Hai,Lata Mangeshkar,/artist/lata-mangeshkar,03:06,Old,10-05-2020,0.24,0.382,0.602,0.357,-13.424,0.0716,124.003,1,8,0.0844,4,62,7321002
Tum Kya Jano Mohabbat Kya Hai,R. D. Burman,/artist/r-d-burman,01:36,Old,04-01-2023,0.79,0.38,0.036,0.707,-5.531,0.07,127.982,0,6,0.0264,4,88,9222503
Looie Shama Sha,Lata Mangeshkar|Nitin Mukesh,/artist/lata-mangeshkar|/artist/nitin-mukesh,07:42,Old,11-06-2011,0.3,0.462,0.68,0.248,-6.239,0.002,125.018,0,6,0.0342,4,100,1181736
Ruk Ja Raat,Lata Mangeshkar,/artist/lata-mangeshkar,04:11,Old,12-10-2021,0.59,0.95,0.315,0.44,-8.378,0.032,125.999,0,10,0.039,4,51,6278953
Hoke Majboor Mujhe,Bhupinder Singh|Manna Dey|Mohammed Rafi|Talat Mahmood,/artist/bhupinder-singh|/artist/manna-dey|/artist/mohammad-rafi|/artist/talat-mahmood,07:01,Old,08-03-2017,0.22,0.935,0.551,0.299,-6.477,0.04,123.994,0,3,0.089,4,82,4671695
Mausam Ko Isharon Se,Jagjit Singh,/artist/jagjeet-singh-1,05:26,Old,02-07-2014,0.22,0.09,0.89,0.265,-5.524,0.005,125.031,0,9,0.02,4,77,507074
Sa Re Ga Ma,Kishore Kumar|Mohammed Rafi,/artist/kishore-kumar|/artist/mohammad-rafi,03:08,Old,06-12-2017,0.16,0.019,0.963,0.859,-6.464,0.008,124.003,0,9,0,4,96,3532707
Teri Tasveer Mil Gayi,Shabbir Kumar,/artist/shabbir-kumar,04:42,Old,12-10-2012,0.28,0.79,0.618,0.919,-5.644,0.0041,124.998,0,10,0.078,4,33,1383116
Do Panchhi Do Tinke,Kishore Kumar|Aarti Mukherji,/artist/kishore-kumar|/artist/aarti-mukherji,03:44,Old,10-01-2013,0.64,0.927,0.77,0.119,-5.604,0.0132,120.016,1,4,0.0821,4,87,4780312
Na Satrah Se Upar Na Solah Se Kam,Mohammed Rafi,/artist/mohammad-rafi,03:32,Old,03-02-2005,0.14,0.23,0.701,0.821,-10.659,0.018,122.987,0,9,0.08,4,27,6447390
Aji Thahro Zara Dekho,Amit Kumar|Asha Bhosle|Aarti Mukherji|Shailender Singh,/artist/amit-kumar|/artist/asha-bhosle-1|/artist/aarti-mukherji|/artist/shailender-singh,06:26,Old,03-09-2013,0.1,0.204,0.397,0.581,-4.334,0.0495,122.985,0,2,0.04,4,34,1548364
Jahan Dal Dal Pe Sone Ki Chidiya,Mohammed Rafi,/artist/mohammad-rafi,07:11,Old,02-11-2015,0.68,0,0.651,0.703,-12.317,0.0312,123.995,1,9,0.049,4,71,594117
Chura Le Na Tumko Ye Mausam Suhana,Mukesh|Suman Kalyanpur,/artist/mukesh|/artist/suman-kalyanpur,03:14,Old,11-04-2014,0.82,0.384,0.392,0.507,-4.439,0.095,127.003,0,1,0.029,4,42,5125868
Chhap Tilak Sab Chhini Re,Asha Bhosle|Lata Mangeshkar|Anuradha Paudwal|Hemlata|Mohammed Rafi|Shobha Gurtu,/artist/asha-bhosle-1|/artist/lata-mangeshkar|/artist/anuradha-paudwal-2|/artist/hemlata|/artist/mohammad-rafi|/artist/shobha-gurtu,05:15,Old,07-04-2005,0.07,0.84,0.954,0.954,-13.659,0.01,124.973,0,5,0.01,4,61,7645019
Pankh Hote To Ud Aati,Lata Mangeshkar,/artist/lata-mangeshkar,04:32,Old,10-03-2022,0.76,0.539,0.58,0.449,-12.939,0.051,127.002,0,11,0.0809,4,78,5503756
Pad Gaye Jhoole,Asha Bhosle|Lata Mangeshkar,/artist/asha-bhosle-1|/artist/lata-mangeshkar,04:21,Old,06-03-2010,0.33,0.36,0.637,0.878,-12.045,0.0529,125.002,0,1,0.03,4,48,4884693
Mere Sapnon Ki Rani,Kishore Kumar,/artist/kishore-kumar,05:00,Old,12-05-2008,0.56,0.573,0.999,0.64,-11.962,0.1,122.998,1,1,0.05,4,57,4760496
Bahon Mein Teri Masti Ke Ghere,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:11,Old,05-03-2005,0.63,0.22,0.776,0.983,-12.005,0.014,128.009,0,9,0.0961,4,68,6262349
Boombai Nagariya (Living In The City),Bappi Lahiri|Nisha|Vishal Dadlani|Merriene,/artist/bappi-lahiri|/artist/nisha|/artist/vishal-dadlani|/artist/merriene,03:19,Old,06-04-2002,0.59,0.291,0.377,0.633,-6.864,0.0042,127.008,0,7,0.1,4,40,9575644
Teri Tasveer Ko,K J Yesudas,/artist/k-j-yesudas,04:59,Old,07-10-2003,0.65,0.83,0.273,0.659,-7.55,0.01,124.999,1,0,0.0088,4,100,746644
Geet Gata Chal,Jaspal Singh,/artist/jaspal-singh,04:49,Old,01-08-2014,0.3,0.984,0.948,0.697,-11.287,0.02,126.001,1,6,0.04,4,34,3335277
Tu Roop Ki Rani Main Choron Ka Raja,Lata Mangeshkar|Talat Mahmood,/artist/lata-mangeshkar|/artist/talat-mahmood,03:54,Old,11-04-2012,0.15,0.83,0.244,0.07,-5.881,0.0334,124.998,1,0,0.057,4,30,3770862
Tridev,Naseeruddin Shah,/artist/naseeruddin-shah,03:02,Old,11-03-2023,0.5,0.697,0.173,0.163,-12.57,0.043,124.009,1,2,0.0455,4,56,6242752
Romeo Naam Mera,Vinod Rathod,/artist/vinod-rathod,05:04,Old,09-04-2004,0.11,0.99,0.576,0.013,-12.749,0.094,123.998,0,1,0.0226,4,38,592746
Tera Hijr Mera Naseeb Hai,Kabban Mirza,/artist/kabban-mirza,04:07,Old,09-04-2019,0.25,0.816,0.241,0.643,-9.759,0.079,123.992,1,0,0.07,4,68,1493485
Title Music (Sholay),R. D. Burman,/artist/r-d-burman,02:47,Old,12-07-2021,0.81,0.37,0.927,0.893,-12.306,0.0219,127.004,1,7,0.09,4,26,9378582
Dhoom Dhadaka,Hrishikesh Kamerkar|John Stewart|Kailash Kher|Mangal Mishra|Salim Merchant|Vijay Prakash,/artist/hrishikesh-kamerkar|/artist/john-stewart|/artist/kailash-kher|/artist/mangal-mishra-1|/artist/salim-merchant|/artist/vijay-prakash,04:01,Old,03-01-2006,0.73,0.47,0.456,0.853,-12.182,0.0027,123.997,0,11,0.069,4,90,6684382
Lambuji Lambuji,Shabbir Kumar|Shailendra Singh,/artist/shabbir-kumar|/artist/shailendra-singh,06:03,Old,06-01-2008,0.62,0.3,0.495,0.367,-4.332,0,126.985,1,5,0.0901,4,100,658314
Humko Aajkal Hai Intezaar,Anupama Deshpande,/artist/anupama-deshpande,08:07,Old,09-07-2009,0.63,0.025,0.024,0.442,-2.59,0.0458,128.015,1,1,0.0961,4,76,4623395
Mere Naina Sawan Bhadon,Kishore Kumar,/artist/kishore-kumar,05:29,Old,05-03-2022,0.79,0.67,0.047,0.876,-7.226,0.0717,123.986,0,11,0.0396,4,39,5046
Achha To Hum Chalte Hain,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:58,Old,11-10-2013,0.79,0.603,0.592,0.952,-6.519,0.08,122.013,0,6,0.002,4,97,9946499
Ae Oh Aa Zara Mudke,Kishore Kumar,/artist/kishore-kumar,05:58,Old,10-11-2008,0.8,0.65,0.846,0.985,-12.851,0.04,124.985,1,2,0.01,4,28,2473547
Je Hum Tum Chori Se,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,03:28,Old,06-10-2018,0.45,0.055,0.871,0.505,-6.783,0.05,126.989,1,7,0.0404,4,27,4584927
Kali Palak Teri Gori,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:22,Old,12-10-2008,0.57,0.5,0.618,0.751,-6.746,0.087,126.01,1,7,0.09,4,29,10468854
Main Teri Mohabbat Mein (Part-ii),Sadhana Sargam,/artist/sadhana-sargam-1,01:41,Old,06-02-2020,0.16,0.324,0.77,0.863,-2.178,0.093,123.995,1,7,0.01,4,54,84089
Jiska Koi Nahin,Kishore Kumar,/artist/kishore-kumar,04:17,Old,10-01-2008,1,0.52,0.198,0.473,-3.68,0.03,124.004,1,2,0.048,4,88,11020357
Chhalia Mera Naam,Mukesh,/artist/mukesh,03:52,Old,11-01-2004,0.29,0.061,0.232,0.912,-12.532,0.06,124.978,1,8,0.0679,4,45,10616772
Dandia Music (tezaab),Various,/artist/various,04:47,Old,01-10-2003,0.54,0.47,0.078,0.162,-4.814,0.053,126.988,1,7,0.0044,4,26,742621
Ek Tu Na Mila Sari Duniya Mili,Lata Mangeshkar,/artist/lata-mangeshkar,04:14,Old,11-09-2010,0.74,0.328,0.197,0.477,-2.673,0.061,124.023,1,5,0.0065,4,41,4713175
Rang Jamake Jayenge,Mohammed Rafi|Kishore Kumar|Asha Bhosle|Usha Mangeshkar,/artist/mohammad-rafi|/artist/kishore-kumar|/artist/asha-bhosle-1|/artist/usha-mangeshkar-2,07:05,Old,08-01-2003,0.33,0.82,0.536,0.455,-13.689,0.0469,126.998,1,2,0.045,4,67,2043598
Tumne Kisi Se Kabhi Pyar Kiya Hai,Mukesh|Kanchan,/artist/mukesh|/artist/kanchan,03:38,Old,10-12-2022,0.41,0.672,0.116,0.969,-5.346,0.048,126.025,0,6,0.07,4,99,3584094
Mausam Mastana Hai,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,06:23,Old,02-08-2003,0.91,0.17,0.293,0.249,-4.555,0.002,126.005,1,4,0.0803,4,53,4491277
Beqarar Dil Tu Gaaye Ja,Kishore Kumar|Sulakshana Pandit,/artist/kishore-kumar|/artist/sulakshana-pandit,03:57,Old,04-06-2002,0.75,0.353,0.548,0.116,-3.801,0.075,123.997,0,9,0.01,4,26,799424
Meri Pahle Hi,Anuradha Paudwal|Kishore Kumar,/artist/anuradha-paudwal-2|/artist/kishore-kumar,04:31,Old,04-07-2022,0.34,0.46,0.013,0.356,-13.713,0.0311,123.982,1,7,0.1,4,64,3257712
Chithi Na Koi Sandesh (Male),Jagjit Singh,/artist/jagjeet-singh-1,06:38,Old,07-02-2018,0.4,0.965,0.645,0.611,-5.492,0.0578,123.994,1,6,0.051,4,96,4518574
Nakaa Bandi,Usha Uthup|Bappi Lahiri|Chorus,/artist/usha-uthup|/artist/bappi-lahiri|/artist/chorus,08:07,Old,11-07-2019,0.39,0.78,0.447,0.03,-7.698,0.08,123.961,1,2,0.0503,4,98,6310179
Ankhon Ankhon Mein,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,04:42,Old,04-06-2014,0.53,0.004,0.673,0.951,-2.136,0.023,124.984,0,10,0.09,4,47,1746375
Dulhan Chali,Mahendra Kapoor,/artist/mahendra-kapoor,07:19,Old,08-07-2013,0.81,0.13,0.059,0.261,-9.405,0.0983,123.015,0,4,0.058,4,35,6068117
Aawaz Deke Humen Tum Bulao,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:14,Old,02-06-2004,0.64,0.07,0.613,0.978,-5.1,0.014,124.992,0,4,0.02,4,61,7139171
Aisa Kabhie Hua Nahin,Kishore Kumar,/artist/kishore-kumar,05:13,Old,04-06-2008,0.62,0.76,0.195,0.486,-8.154,0.06,128.001,0,1,0.035,4,34,7216662
Dagabaaz Tori Batiyan,Lata Mangeshkar,/artist/lata-mangeshkar,02:47,Old,08-04-2021,0.55,0.643,0.129,0.204,-2.098,0.08,124,1,6,0.035,4,66,5905042
Hum Tumse Mile,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,06:01,Old,08-06-2009,0.56,0.74,0.441,0.247,-7.188,0.08,123.998,0,0,0.04,4,29,11007689
Kehna Hai,Babul Supriyo,/artist/babul-supriyo,04:39,Old,04-02-2003,0.43,0.771,0.969,0.706,-12.299,0,119.9,0,7,0.05,4,54,10198267
Dadi Amma Dadi Amma Maan Jao,Asha Bhosle|Kamal Barot,/artist/asha-bhosle-1|/artist/kamal-barot,03:15,Old,02-10-2016,0.75,0.33,0.543,0.48,-7.895,0.09,125.983,0,6,0.07,4,44,7496670
Tere Sang Pyar Main Nahin Torna Part 1,Lata Mangeshkar|Mahendra Kapoor,/artist/lata-mangeshkar|/artist/mahendra-kapoor,05:40,Old,03-03-2022,1,0.411,0.442,0.549,-5.25,0.01,127.998,0,0,0.0339,4,77,9224192
Maro Bharkar Pichkari,Kishore Kumar|Usha Mangeshkar,/artist/kishore-kumar|/artist/usha-mangeshkar-2,07:18,Old,08-01-2021,0.73,0.55,0.408,0.368,-7.607,0.085,127.99,0,10,0.059,4,40,1845918
Salamat Rahe Dostana Hamara (Part II),Kishore Kumar|Mohammed Rafi,/artist/kishore-kumar|/artist/mohammad-rafi,04:24,Old,12-02-2002,0.16,0.237,0.231,0.382,-5.669,0.0354,124.996,1,1,0.08,4,34,7939244
Khayalon Mein (Hum Kale Hai To),Mohammed Rafi|Mehmood,/artist/mohammad-rafi|/artist/mehmood,06:22,Old,03-11-2018,0.81,0.31,0.815,0.623,-2.67,0.0424,124.019,1,5,0.02,4,58,7317622
Ae Mere Udas Man,K J Yesudas,/artist/k-j-yesudas,05:53,Old,06-05-2016,0.29,0.273,0.011,0.581,-11.866,0.0752,123.995,1,7,0.048,4,98,2638357
Zara Si Aahat Hoti Hai,Lata Mangeshkar,/artist/lata-mangeshkar,03:51,Old,05-01-2023,0.66,0.9,0.898,0.053,-13.19,0.0465,127.006,0,6,0.01,4,87,4209336
Too Nahin To Zindagi Mein Aur Kya Rah Gaya - Arth - Live,Chitra Singh,/artist/chitra-singh,05:22,Old,10-02-2018,0.62,0.435,0.87,0.302,-11.904,0.09,123.049,1,1,0.0678,4,57,3561557
Panditji Mere Marne Ke Baad,Lata Mangeshkar,/artist/lata-mangeshkar,06:11,Old,01-05-2014,0.41,0.63,0.526,0.121,-12.373,0.08,125,0,10,0.084,4,92,3299287
Jahan Mein Aesa Kaun Hai,Asha Bhosle,/artist/asha-bhosle-1,02:44,Old,05-04-2013,0.36,0.822,0.196,0.231,-3.768,0.005,126.004,1,1,0.001,4,32,614173
Gudiya Kab Tak Na Hasogi,Lata Mangeshkar,/artist/lata-mangeshkar,03:29,Old,09-08-2006,0.33,0.26,0.638,0.287,-4.483,0.07,125.003,0,4,0.08,4,78,7191888
Zindagi Ka Safar,Kishore Kumar,/artist/kishore-kumar,03:59,Old,01-08-2022,0.55,0.615,0.132,0.175,-6.869,0.03,125.009,0,10,0.09,4,31,9976837
Raja Ki Aayegi Barat,Lata Mangeshkar,/artist/lata-mangeshkar,03:27,Old,01-05-2020,0.73,0.99,0.8,0.8,-13.738,0.0898,124.036,1,2,0.003,4,75,11218540
Main Pal Do Pal Ka Shair Hoon,Mukesh,/artist/mukesh,03:24,Old,06-06-2018,0.97,1,0.881,0.536,-9.174,0.06,123.018,0,11,0.07,4,75,408231
Aate Aate Teri Yaad,Mohammad Aziz|S. Janaki|Chorus,/artist/mohammad-aziz|/artist/s-janaki|/artist/chorus,06:25,Old,08-05-2022,0.33,0.29,0.294,0.15,-12.209,0.011,122.027,1,7,0.06,4,50,8386884
Jab Bhi Yeh Dil Udas Hota Hai,Mohammed Rafi|Sharada,/artist/mohammad-rafi|/artist/sharada,04:18,Old,02-12-2019,0.74,0.32,0.695,0.626,-5.634,0.068,125.99,0,6,0.08,4,43,5867167
Rang Birangi Rakhee Lekar,Lata Mangeshkar,/artist/lata-mangeshkar,04:13,Old,04-07-2014,0.01,0.27,0.953,0.807,-13.825,0.09,123.965,0,6,0.03,4,66,8519469
Badan Pe Sitare Lapete Huye,Mohammed Rafi,/artist/mohammad-rafi,04:48,Old,08-03-2022,0.8,0.295,0.577,0.186,-12.052,0.017,126.008,1,1,0.0219,4,77,9201126
Oh Re Taal Mile Nadi Ke Jal Mein,Mukesh,/artist/mukesh,03:19,Old,12-03-2011,0.62,0.51,0.963,0.117,-6.173,0.09,122.989,0,1,0.0375,4,71,3111457
Jo Tum Todho Piya,Lata Mangeshkar,/artist/lata-mangeshkar,03:35,Old,09-01-2013,0.35,0.285,0.396,0.897,-6.515,0.05,125.023,0,5,0.0462,4,36,11107389
Hum Aur Tum The Saathi,Kishore Kumar,/artist/kishore-kumar,05:57,Old,07-01-2001,0.77,0.51,0.145,0.985,-11.417,0.03,124.036,0,0,0.0528,4,51,6295167
Yaar Tera Pyar Hai Meri Zindagi,Lata Mangeshkar|Mohammad Aziz,/artist/lata-mangeshkar|/artist/mohammad-aziz,07:14,Old,03-11-2004,0.08,0.102,0.105,0.099,-4.146,0.038,123.998,1,1,0.0601,4,89,9135465
Aapko Pyar Chhupane Ki Buri Aadat Hai,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:43,Old,01-10-2002,0.94,0.83,0.745,0.445,-8.002,0.0501,129.989,0,11,0.1,4,31,10295143
Bolo Bolo Kuchh To Bolo,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,07:39,Old,08-10-2007,0.49,0.243,0.055,0.795,-5.425,0.063,131.999,0,1,0.0886,4,64,4700770
Zindagi Bhar Nahin Bhoolegi (Duet),Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:21,Old,08-04-2010,0.77,0.16,0.285,0.438,-10.919,0.0408,128.006,1,1,0.09,4,95,8021593
Ek Doosre Se Khafa Hona Nahin,Kavita Krishnamurthy|Mohammad Aziz,/artist/kavita-subramaniam|/artist/mohammad-aziz,04:36,Old,02-01-2006,0.12,0.124,0.777,0.306,-6.344,0.0081,135.998,0,4,0.07,4,51,5198714
Zamana To Hai Naukar Biwi Ka,Kishore Kumar|Nishi Kohli,/artist/kishore-kumar|/artist/nishi-kohli,05:12,Old,10-02-2003,0.47,0.31,0.517,0.895,-9.133,0.003,130,0,10,0.0942,4,97,10949545
Nafrat Karne Walon Ke,Kishore Kumar,/artist/kishore-kumar,03:55,Old,10-11-2023,0.75,0.633,0.302,0.388,-3.589,0.024,127.003,1,7,0.033,4,79,294398
Tum Aa Gaye Ho Noor Aa Gaya Revival,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:25,Old,09-01-2016,1,0.68,0.661,0.597,-13.712,0.079,125.975,0,10,0.07,4,72,6099095
Naseeb Mein Jiske Jo Likha Tha,Mohammed Rafi,/artist/mohammad-rafi,04:11,Old,06-10-2000,0.9,0.95,0.686,0.775,-8.947,0.052,124.001,1,7,0.017,4,48,7228498
Ae Bhai Zara Dekh Ke Chalo,Manna Dey,/artist/manna-dey,06:02,Old,09-08-2005,0.31,0.47,0.081,0.041,-11.233,0.0446,123.991,0,11,0.0779,4,80,7585758
Is Reshmi Paazeb Ki Jhankar,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:31,Old,04-02-2005,0.94,0.129,0.622,0.529,-4.756,0.037,126.47,1,1,0.04,4,52,9678934
Duniya Jise Kehte Hain (Live),Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,06:47,Old,03-03-2015,0.48,0.99,0.337,0.767,-7.74,0.073,127.995,1,7,0.096,4,68,5994682
Hamne Dekhi Hai Un Ankhon Ki,Lata Mangeshkar,/artist/lata-mangeshkar,03:44,Old,04-08-2006,0.33,0.467,0.809,0.145,-4.532,0.011,128.005,1,1,0.08,4,35,8603437
Mera Dushman Tu Meri Dosti Ko Tarse,Mohammed Rafi,/artist/mohammad-rafi,05:08,Old,12-01-2002,0.42,0.29,0.164,0.726,-9.659,0.066,127.998,0,4,0.091,4,92,3918313
Main Doob Doob Jata Hun,Kishore Kumar,/artist/kishore-kumar,03:43,Old,01-02-2019,0.73,0.821,0.057,0.677,-8.378,0.055,133.008,1,5,0.017,4,96,8587283
I Ma A Street Dancer,Amit Kumar,/artist/amit-kumar,08:30,Old,01-01-2009,0.69,0.42,0.801,0.606,-7.255,0.069,122.009,0,1,0.002,4,47,9128155
Yeh Raat Khushnaseeb Hai,Lata Mangeshkar,/artist/lata-mangeshkar,04:49,Old,02-08-2018,0.93,0.195,0.497,0.936,-4.609,0.051,125.999,0,11,0.097,4,96,1187484
Ek Andhera Lakh Sitare,Mohammad Aziz,/artist/mohammad-aziz,05:19,Old,03-05-2010,0.69,0.76,0.461,0.829,-8.459,0.07,126.005,1,7,0.0274,4,27,5746554
Pyar Ko Ho Jane Do,Kumar Sanu|Lata Mangeshkar,/artist/kumar-sanu|/artist/lata-mangeshkar,04:59,Old,02-02-2015,0.12,0.051,0.611,0.825,-4.801,0.09,128.009,1,7,0.021,4,62,5779080
Instumental - Flute,Laxmikant - Pyarelal,/artist/laxmikant-pyarelal-2,28:34:00,Old,07-01-2015,0.84,0.62,0.834,0.04,-12.995,0.0493,126.962,1,7,0.07,4,28,6372562
Dil Hi To Hai,Mukesh,/artist/mukesh,03:13,Old,05-08-2005,0.73,0.625,0.931,0.705,-7.125,0,129.999,1,0,0.099,4,87,3719026
Tere Kaaran Mere Saajan,Lata Mangeshkar,/artist/lata-mangeshkar,05:05,Old,05-01-2020,0.45,0.53,0.699,0.713,-9.356,0.003,126.989,1,7,0.026,4,48,6292088
Teri Aankhon Ke Siva Duniya Men (Female),Lata Mangeshkar,/artist/lata-mangeshkar,04:25,Old,04-05-2013,0.86,0.718,0.308,0.136,-4.523,0.0827,127.01,1,7,0.0842,4,32,8111719
Diwani Tum Jawanon Ki,Mohammad Aziz|Jolly Mukherjee|Sapna Mukherjee,/artist/mohammad-aziz|/artist/jolly-mukherjee-1|/artist/sapna-mukherjee,06:11,Old,07-08-2003,0.36,0.93,0.58,0.968,-3.449,0.09,127.002,1,7,0.055,4,64,2076461
